"Station","date-","Daily Rainfall (mm)"
"Haifa University 09/2004-04/2023","03/11/2009","17.1"
"Haifa University Man 10/1975-04/2023","03/11/2009","10.6"
"Haifa University 09/2004-04/2023","12/11/2009","3.6"
"Haifa University Man 10/1975-04/2023","12/11/2009","3.5"
"Haifa University 09/2004-04/2023","13/11/2009","5.1"
"Haifa University Man 10/1975-04/2023","13/11/2009","6.0"
"Haifa University 09/2004-04/2023","16/11/2009","0.1"
"Haifa University Man 10/1975-04/2023","16/11/2009","0.1"
"Haifa University 09/2004-04/2023","17/11/2009","0.7"
"Haifa University Man 10/1975-04/2023","17/11/2009","0.8"
"Haifa University 09/2004-04/2023","24/11/2009","6.3"
"Haifa University Man 10/1975-04/2023","24/11/2009","7.1"
"Haifa University Man 10/1975-04/2023","29/11/2009","0.1"
"Haifa University 09/2004-04/2023","03/12/2009","1.4"
"Haifa University Man 10/1975-04/2023","03/12/2009","1.1"
"Haifa University 09/2004-04/2023","05/12/2009","5.2"
"Haifa University Man 10/1975-04/2023","05/12/2009","5.0"
"Haifa University 09/2004-04/2023","06/12/2009","12.7"
"Haifa University Man 10/1975-04/2023","06/12/2009","13.3"
"Haifa University 09/2004-04/2023","07/12/2009","7.0"
"Haifa University Man 10/1975-04/2023","07/12/2009","7.3"
"Haifa University 09/2004-04/2023","08/12/2009","3.0"
"Haifa University Man 10/1975-04/2023","08/12/2009","2.7"
"Haifa University 09/2004-04/2023","09/12/2009","1.8"
"Haifa University Man 10/1975-04/2023","09/12/2009","2.0"
"Haifa University 09/2004-04/2023","11/12/2009","8.1"
"Haifa University Man 10/1975-04/2023","11/12/2009","11.6"
"Haifa University 09/2004-04/2023","12/12/2009","36.9"
"Haifa University Man 10/1975-04/2023","12/12/2009","44.0"
"Haifa University 09/2004-04/2023","13/12/2009","7.5"
"Haifa University Man 10/1975-04/2023","13/12/2009","8.5"
"Haifa University 09/2004-04/2023","16/12/2009","0.1"
"Haifa University 09/2004-04/2023","17/12/2009","39.0"
"Haifa University Man 10/1975-04/2023","17/12/2009","44.1"
"Haifa University 09/2004-04/2023","18/12/2009","5.4"
"Haifa University Man 10/1975-04/2023","18/12/2009","6.2"
"Haifa University 09/2004-04/2023","21/12/2009","0.8"
"Haifa University Man 10/1975-04/2023","21/12/2009","1.2"
"Haifa University 09/2004-04/2023","29/12/2009","7.3"
"Haifa University Man 10/1975-04/2023","29/12/2009","6.0"
"Haifa University 09/2004-04/2023","30/12/2009","12.4"
"Haifa University Man 10/1975-04/2023","30/12/2009","12.0"
"Haifa University 09/2004-04/2023","03/01/2010","0.5"
"Haifa University Man 10/1975-04/2023","03/01/2010","0.5"
"Haifa University 09/2004-04/2023","04/01/2010","1.6"
"Haifa University Man 10/1975-04/2023","04/01/2010","1.6"
"Haifa University 09/2004-04/2023","13/01/2010","8.8"
"Haifa University Man 10/1975-04/2023","13/01/2010","8.8"
"Haifa University 09/2004-04/2023","17/01/2010","4.6"
"Haifa University Man 10/1975-04/2023","17/01/2010","4.2"
"Haifa University 09/2004-04/2023","18/01/2010","23.8"
"Haifa University Man 10/1975-04/2023","18/01/2010","27.0"
"Haifa University 09/2004-04/2023","19/01/2010","43.4"
"Haifa University Man 10/1975-04/2023","19/01/2010","50.9"
"Haifa University 09/2004-04/2023","20/01/2010","54.4"
"Haifa University Man 10/1975-04/2023","20/01/2010","65.2"
"Haifa University 09/2004-04/2023","21/01/2010","3.2"
"Haifa University Man 10/1975-04/2023","21/01/2010","3.8"
"Haifa University 09/2004-04/2023","23/01/2010","18.2"
"Haifa University Man 10/1975-04/2023","23/01/2010","20.8"
"Haifa University 09/2004-04/2023","24/01/2010","13.6"
"Haifa University Man 10/1975-04/2023","24/01/2010","14.9"
"Haifa University 09/2004-04/2023","25/01/2010","4.3"
"Haifa University Man 10/1975-04/2023","25/01/2010","5.6"
"Haifa University 09/2004-04/2023","02/02/2010","3.0"
"Haifa University Man 10/1975-04/2023","02/02/2010","2.4"
"Haifa University 09/2004-04/2023","03/02/2010","8.1"
"Haifa University Man 10/1975-04/2023","03/02/2010","9.0"
"Haifa University 09/2004-04/2023","04/02/2010","4.4"
"Haifa University Man 10/1975-04/2023","04/02/2010","5.0"
"Haifa University 09/2004-04/2023","05/02/2010","1.1"
"Haifa University Man 10/1975-04/2023","05/02/2010","1.2"
"Haifa University 09/2004-04/2023","09/02/2010","0.8"
"Haifa University Man 10/1975-04/2023","09/02/2010","1.0"
"Haifa University 09/2004-04/2023","23/02/2010","0.6"
"Haifa University 09/2004-04/2023","25/02/2010","31.3"
"Haifa University Man 10/1975-04/2023","25/02/2010","32.5"
"Haifa University 09/2004-04/2023","26/02/2010","6.9"
"Haifa University Man 10/1975-04/2023","26/02/2010","11.6"
"Haifa University 09/2004-04/2023","27/02/2010","10.9"
"Haifa University Man 10/1975-04/2023","27/02/2010","8.6"
"Haifa University 09/2004-04/2023","28/02/2010","5.9"
"Haifa University Man 10/1975-04/2023","28/02/2010","4.3"
"Haifa University 09/2004-04/2023","17/03/2010","6.5"
"Haifa University Man 10/1975-04/2023","17/03/2010","4.0"
"Haifa University 09/2004-04/2023","18/03/2010","4.1"
"Haifa University Man 10/1975-04/2023","18/03/2010","1.9"
"Haifa University 09/2004-04/2023","26/03/2010","0.1"
"Haifa University 09/2004-04/2023","20/04/2010","0.3"
"Haifa University 09/2004-04/2023","22/04/2010","2.9"
"Haifa University Man 10/1975-04/2023","22/04/2010","3.2"
"Haifa University 09/2004-04/2023","28/04/2010","0.1"
"Haifa University 09/2004-04/2023","30/04/2010","0.2"
"Haifa University Man 10/1975-04/2023","30/04/2010","0.2"
"Haifa University 09/2004-04/2023","13/09/2010","0.2"
"Haifa University 09/2004-04/2023","24/09/2010","0.2"
"Haifa University 09/2004-04/2023","10/10/2010","1.5"
"Haifa University Man 10/1975-04/2023","10/10/2010","1.5"
"Haifa University 09/2004-04/2023","16/10/2010","0.4"
"Haifa University 09/2004-04/2023","29/10/2010","0.8"
"Haifa University Man 10/1975-04/2023","29/10/2010","1.5"
"Haifa University 09/2004-04/2023","30/10/2010","1.0"
"Haifa University Man 10/1975-04/2023","30/10/2010","0.4"
"Haifa University 09/2004-04/2023","05/12/2010","2.5"
"Haifa University Man 10/1975-04/2023","05/12/2010","3.6"
"Haifa University 09/2004-04/2023","07/12/2010","3.5"
"Haifa University Man 10/1975-04/2023","07/12/2010","3.3"
"Haifa University 09/2004-04/2023","10/12/2010","7.7"
"Haifa University Man 10/1975-04/2023","10/12/2010","8.6"
"Haifa University 09/2004-04/2023","11/12/2010","53.0"
"Haifa University Man 10/1975-04/2023","11/12/2010","58.6"
"Haifa University 09/2004-04/2023","12/12/2010","54.5"
"Haifa University Man 10/1975-04/2023","12/12/2010","62.8"
"Haifa University 09/2004-04/2023","13/12/2010","1.4"
"Haifa University Man 10/1975-04/2023","13/12/2010","1.5"
"Haifa University 09/2004-04/2023","17/12/2010","0.2"
"Haifa University Man 10/1975-04/2023","17/12/2010","0.4"
"Haifa University 09/2004-04/2023","18/12/2010","1.8"
"Haifa University Man 10/1975-04/2023","18/12/2010","1.9"
"Haifa University 09/2004-04/2023","31/12/2010","2.8"
"Haifa University Man 10/1975-04/2023","31/12/2010","4.0"
"Haifa University 09/2004-04/2023","01/01/2011","1.4"
"Haifa University 09/2004-04/2023","03/01/2011","0.6"
"Haifa University 09/2004-04/2023","04/01/2011","21.6"
"Haifa University Man 10/1975-04/2023","04/01/2011","20.1"
"Haifa University 09/2004-04/2023","05/01/2011","11.4"
"Haifa University Man 10/1975-04/2023","05/01/2011","21.1"
"Haifa University 09/2004-04/2023","06/01/2011","0.7"
"Haifa University Man 10/1975-04/2023","06/01/2011","0.5"
"Haifa University 09/2004-04/2023","07/01/2011","8.7"
"Haifa University Man 10/1975-04/2023","07/01/2011","10.0"
"Haifa University 09/2004-04/2023","08/01/2011","1.7"
"Haifa University Man 10/1975-04/2023","08/01/2011","2.0"
"Haifa University 09/2004-04/2023","15/01/2011","4.8"
"Haifa University Man 10/1975-04/2023","15/01/2011","5.2"
"Haifa University 09/2004-04/2023","16/01/2011","8.3"
"Haifa University Man 10/1975-04/2023","16/01/2011","9.0"
"Haifa University 09/2004-04/2023","25/01/2011","3.4"
"Haifa University Man 10/1975-04/2023","25/01/2011","4.0"
"Haifa University 09/2004-04/2023","26/01/2011","2.2"
"Haifa University Man 10/1975-04/2023","26/01/2011","3.0"
"Haifa University 09/2004-04/2023","28/01/2011","5.6"
"Haifa University Man 10/1975-04/2023","28/01/2011","6.9"
"Haifa University 09/2004-04/2023","29/01/2011","5.0"
"Haifa University Man 10/1975-04/2023","29/01/2011","5.3"
"Haifa University 09/2004-04/2023","30/01/2011","19.7"
"Haifa University Man 10/1975-04/2023","30/01/2011","23.2"
"Haifa University 09/2004-04/2023","31/01/2011","1.7"
"Haifa University Man 10/1975-04/2023","31/01/2011","2.3"
"Haifa University 09/2004-04/2023","01/02/2011","2.0"
"Haifa University Man 10/1975-04/2023","01/02/2011","2.1"
"Haifa University 09/2004-04/2023","03/02/2011","6.7"
"Haifa University Man 10/1975-04/2023","03/02/2011","8.0"
"Haifa University 09/2004-04/2023","04/02/2011","8.6"
"Haifa University Man 10/1975-04/2023","04/02/2011","11.1"
"Haifa University 09/2004-04/2023","06/02/2011","0.6"
"Haifa University Man 10/1975-04/2023","06/02/2011","0.9"
"Haifa University 09/2004-04/2023","07/02/2011","6.6"
"Haifa University Man 10/1975-04/2023","07/02/2011","8.3"
"Haifa University 09/2004-04/2023","09/02/2011","3.6"
"Haifa University Man 10/1975-04/2023","09/02/2011","4.1"
"Haifa University 09/2004-04/2023","10/02/2011","15.0"
"Haifa University Man 10/1975-04/2023","10/02/2011","18.5"
"Haifa University 09/2004-04/2023","12/02/2011","0.1"
"Haifa University 09/2004-04/2023","13/02/2011","0.8"
"Haifa University Man 10/1975-04/2023","13/02/2011","0.5"
"Haifa University 09/2004-04/2023","14/02/2011","0.1"
"Haifa University Man 10/1975-04/2023","14/02/2011","0.3"
"Haifa University 09/2004-04/2023","15/02/2011","0.6"
"Haifa University Man 10/1975-04/2023","15/02/2011","0.8"
"Haifa University 09/2004-04/2023","16/02/2011","1.0"
"Haifa University Man 10/1975-04/2023","16/02/2011","1.7"
"Haifa University 09/2004-04/2023","19/02/2011","0.3"
"Haifa University Man 10/1975-04/2023","19/02/2011","0.2"
"Haifa University 09/2004-04/2023","20/02/2011","11.2"
"Haifa University Man 10/1975-04/2023","20/02/2011","14.8"
"Haifa University 09/2004-04/2023","25/02/2011","3.6"
"Haifa University Man 10/1975-04/2023","25/02/2011","4.3"
"Haifa University 09/2004-04/2023","26/02/2011","3.8"
"Haifa University Man 10/1975-04/2023","26/02/2011","4.0"
"Haifa University 09/2004-04/2023","28/02/2011","7.4"
"Haifa University Man 10/1975-04/2023","28/02/2011","8.3"
"Haifa University 09/2004-04/2023","07/03/2011","2.3"
"Haifa University Man 10/1975-04/2023","07/03/2011","2.6"
"Haifa University 09/2004-04/2023","08/03/2011","31.0"
"Haifa University Man 10/1975-04/2023","08/03/2011","36.0"
"Haifa University 09/2004-04/2023","09/03/2011","18.9"
"Haifa University Man 10/1975-04/2023","09/03/2011","22.5"
"Haifa University 09/2004-04/2023","10/03/2011","11.7"
"Haifa University Man 10/1975-04/2023","10/03/2011","14.0"
"Haifa University 09/2004-04/2023","11/03/2011","6.9"
"Haifa University Man 10/1975-04/2023","11/03/2011","8.3"
"Haifa University 09/2004-04/2023","19/03/2011","0.1"
"Haifa University 09/2004-04/2023","22/03/2011","11.3"
"Haifa University Man 10/1975-04/2023","22/03/2011","14.8"
"Haifa University 09/2004-04/2023","23/03/2011","5.2"
"Haifa University Man 10/1975-04/2023","23/03/2011","6.6"
"Haifa University 09/2004-04/2023","24/03/2011","14.2"
"Haifa University Man 10/1975-04/2023","24/03/2011","15.3"
"Haifa University 09/2004-04/2023","03/04/2011","15.2"
"Haifa University Man 10/1975-04/2023","03/04/2011","17.0"
"Haifa University 09/2004-04/2023","04/04/2011","15.2"
"Haifa University Man 10/1975-04/2023","04/04/2011","16.8"
"Haifa University 09/2004-04/2023","05/04/2011","46.3"
"Haifa University Man 10/1975-04/2023","05/04/2011","53.4"
"Haifa University 09/2004-04/2023","10/04/2011","0.1"
"Haifa University 09/2004-04/2023","22/04/2011","12.8"
"Haifa University Man 10/1975-04/2023","22/04/2011","12.5"
"Haifa University 09/2004-04/2023","23/04/2011","0.3"
"Haifa University Man 10/1975-04/2023","23/04/2011","0.3"
"Haifa University 09/2004-04/2023","28/04/2011","10.4"
"Haifa University Man 10/1975-04/2023","28/04/2011","13.6"
"Haifa University 09/2004-04/2023","29/04/2011","1.1"
"Haifa University Man 10/1975-04/2023","29/04/2011","1.5"
"Haifa University 09/2004-04/2023","30/04/2011","1.0"
"Haifa University Man 10/1975-04/2023","30/04/2011","1.2"
"Haifa University 09/2004-04/2023","13/05/2011","3.7"
"Haifa University Man 10/1975-04/2023","13/05/2011","4.5"
"Haifa University 09/2004-04/2023","27/05/2011","2.5"
"Haifa University Man 10/1975-04/2023","27/05/2011","2.5"
"Haifa University 09/2004-04/2023","23/09/2011","15.4"
"Haifa University Man 10/1975-04/2023","23/09/2011","19.5"
"Haifa University 09/2004-04/2023","24/09/2011","6.8"
"Haifa University Man 10/1975-04/2023","24/09/2011","6.0"
"Haifa University Man 10/1975-04/2023","01/10/2011","0.0"
"Haifa University 09/2004-04/2023","12/10/2011","1.0"
"Haifa University Man 10/1975-04/2023","12/10/2011","1.0"
"Haifa University 09/2004-04/2023","26/10/2011","0.1"
"Haifa University Man 10/1975-04/2023","26/10/2011","0.6"
"Haifa University 09/2004-04/2023","30/10/2011","0.1"
"Haifa University Man 10/1975-04/2023","30/10/2011","0.4"
"Haifa University 09/2004-04/2023","03/11/2011","20.1"
"Haifa University Man 10/1975-04/2023","03/11/2011","16.0"
"Haifa University 09/2004-04/2023","04/11/2011","3.0"
"Haifa University Man 10/1975-04/2023","04/11/2011","3.4"
"Haifa University 09/2004-04/2023","05/11/2011","17.8"
"Haifa University Man 10/1975-04/2023","05/11/2011","14.5"
"Haifa University 09/2004-04/2023","13/11/2011","7.4"
"Haifa University Man 10/1975-04/2023","13/11/2011","13.5"
"Haifa University 09/2004-04/2023","14/11/2011","36.9"
"Haifa University Man 10/1975-04/2023","14/11/2011","36.4"
"Haifa University 09/2004-04/2023","15/11/2011","12.0"
"Haifa University Man 10/1975-04/2023","15/11/2011","12.5"
"Haifa University 09/2004-04/2023","16/11/2011","6.9"
"Haifa University Man 10/1975-04/2023","16/11/2011","8.8"
"Haifa University 09/2004-04/2023","17/11/2011","16.7"
"Haifa University Man 10/1975-04/2023","17/11/2011","16.2"
"Haifa University 09/2004-04/2023","18/11/2011","1.9"
"Haifa University Man 10/1975-04/2023","18/11/2011","2.7"
"Haifa University 09/2004-04/2023","19/11/2011","20.4"
"Haifa University Man 10/1975-04/2023","19/11/2011","22.6"
"Haifa University 09/2004-04/2023","20/11/2011","10.6"
"Haifa University Man 10/1975-04/2023","20/11/2011","8.0"
"Haifa University 09/2004-04/2023","08/12/2011","26.8"
"Haifa University Man 10/1975-04/2023","08/12/2011","33.0"
"Haifa University 09/2004-04/2023","09/12/2011","0.5"
"Haifa University Man 10/1975-04/2023","09/12/2011","0.7"
"Haifa University 09/2004-04/2023","23/12/2011","0.9"
"Haifa University Man 10/1975-04/2023","23/12/2011","1.2"
"Haifa University 09/2004-04/2023","24/12/2011","12.6"
"Haifa University Man 10/1975-04/2023","24/12/2011","12.7"
"Haifa University 09/2004-04/2023","25/12/2011","0.7"
"Haifa University Man 10/1975-04/2023","25/12/2011","0.4"
"Haifa University 09/2004-04/2023","30/12/2011","4.3"
"Haifa University Man 10/1975-04/2023","30/12/2011","5.0"
"Haifa University 09/2004-04/2023","31/12/2011","0.3"
"Haifa University Man 10/1975-04/2023","31/12/2011","0.4"
"Haifa University 09/2004-04/2023","01/01/2012","28.1"
"Haifa University Man 10/1975-04/2023","01/01/2012","31.3"
"Haifa University 09/2004-04/2023","02/01/2012","8.3"
"Haifa University Man 10/1975-04/2023","02/01/2012","7.6"
"Haifa University 09/2004-04/2023","03/01/2012","0.9"
"Haifa University Man 10/1975-04/2023","03/01/2012","0.4"
"Haifa University 09/2004-04/2023","05/01/2012","9.9"
"Haifa University Man 10/1975-04/2023","05/01/2012","14.4"
"Haifa University 09/2004-04/2023","06/01/2012","6.2"
"Haifa University Man 10/1975-04/2023","06/01/2012","6.5"
"Haifa University 09/2004-04/2023","07/01/2012","0.4"
"Haifa University Man 10/1975-04/2023","07/01/2012","1.1"
"Haifa University 09/2004-04/2023","08/01/2012","5.5"
"Haifa University Man 10/1975-04/2023","08/01/2012","7.0"
"Haifa University 09/2004-04/2023","09/01/2012","19.1"
"Haifa University Man 10/1975-04/2023","09/01/2012","19.8"
"Haifa University 09/2004-04/2023","10/01/2012","3.0"
"Haifa University Man 10/1975-04/2023","10/01/2012","3.0"
"Haifa University 09/2004-04/2023","11/01/2012","49.7"
"Haifa University Man 10/1975-04/2023","11/01/2012","60.8"
"Haifa University 09/2004-04/2023","12/01/2012","85.2"
"Haifa University Man 10/1975-04/2023","12/01/2012","101.0"
"Haifa University 09/2004-04/2023","13/01/2012","13.2"
"Haifa University Man 10/1975-04/2023","13/01/2012","16.0"
"Haifa University 09/2004-04/2023","14/01/2012","4.9"
"Haifa University Man 10/1975-04/2023","14/01/2012","5.3"
"Haifa University 09/2004-04/2023","15/01/2012","0.1"
"Haifa University 09/2004-04/2023","16/01/2012","9.4"
"Haifa University Man 10/1975-04/2023","16/01/2012","11.0"
"Haifa University 09/2004-04/2023","17/01/2012","7.1"
"Haifa University Man 10/1975-04/2023","17/01/2012","7.7"
"Haifa University 09/2004-04/2023","18/01/2012","0.5"
"Haifa University Man 10/1975-04/2023","18/01/2012","1.3"
"Haifa University 09/2004-04/2023","19/01/2012","2.1"
"Haifa University Man 10/1975-04/2023","19/01/2012","3.2"
"Haifa University 09/2004-04/2023","21/01/2012","0.3"
"Haifa University Man 10/1975-04/2023","21/01/2012","0.7"
"Haifa University 09/2004-04/2023","22/01/2012","21.4"
"Haifa University Man 10/1975-04/2023","22/01/2012","28.8"
"Haifa University 09/2004-04/2023","24/01/2012","1.2"
"Haifa University Man 10/1975-04/2023","24/01/2012","1.7"
"Haifa University 09/2004-04/2023","25/01/2012","0.1"
"Haifa University Man 10/1975-04/2023","25/01/2012","0.2"
"Haifa University 09/2004-04/2023","26/01/2012","6.6"
"Haifa University Man 10/1975-04/2023","26/01/2012","6.0"
"Haifa University 09/2004-04/2023","27/01/2012","13.0"
"Haifa University Man 10/1975-04/2023","27/01/2012","16.9"
"Haifa University 09/2004-04/2023","28/01/2012","0.9"
"Haifa University Man 10/1975-04/2023","28/01/2012","1.2"
"Haifa University 09/2004-04/2023","29/01/2012","0.2"
"Haifa University 09/2004-04/2023","30/01/2012","5.9"
"Haifa University Man 10/1975-04/2023","30/01/2012","7.7"
"Haifa University 09/2004-04/2023","31/01/2012","4.2"
"Haifa University Man 10/1975-04/2023","31/01/2012","5.0"
"Haifa University 09/2004-04/2023","01/02/2012","37.6"
"Haifa University Man 10/1975-04/2023","01/02/2012","40.3"
"Haifa University 09/2004-04/2023","06/02/2012","0.2"
"Haifa University Man 10/1975-04/2023","06/02/2012","0.6"
"Haifa University 09/2004-04/2023","07/02/2012","1.8"
"Haifa University Man 10/1975-04/2023","07/02/2012","1.5"
"Haifa University 09/2004-04/2023","09/02/2012","10.4"
"Haifa University Man 10/1975-04/2023","09/02/2012","11.8"
"Haifa University 09/2004-04/2023","10/02/2012","3.4"
"Haifa University Man 10/1975-04/2023","10/02/2012","3.6"
"Haifa University 09/2004-04/2023","15/02/2012","4.7"
"Haifa University Man 10/1975-04/2023","15/02/2012","6.5"
"Haifa University 09/2004-04/2023","16/02/2012","6.6"
"Haifa University Man 10/1975-04/2023","16/02/2012","6.6"
"Haifa University 09/2004-04/2023","17/02/2012","21.8"
"Haifa University Man 10/1975-04/2023","17/02/2012","25.9"
"Haifa University 09/2004-04/2023","18/02/2012","2.6"
"Haifa University Man 10/1975-04/2023","18/02/2012","2.5"
"Haifa University Man 10/1975-04/2023","19/02/2012","0.2"
"Haifa University Man 10/1975-04/2023","24/02/2012","0.0"
"Haifa University 09/2004-04/2023","28/02/2012","4.9"
"Haifa University Man 10/1975-04/2023","28/02/2012","7.0"
"Haifa University 09/2004-04/2023","29/02/2012","49.5"
"Haifa University Man 10/1975-04/2023","29/02/2012","62.2"
"Haifa University 09/2004-04/2023","01/03/2012","8.5"
"Haifa University Man 10/1975-04/2023","01/03/2012","8.8"
"Haifa University 09/2004-04/2023","02/03/2012","1.2"
"Haifa University Man 10/1975-04/2023","02/03/2012","0.7"
"Haifa University 09/2004-04/2023","03/03/2012","1.3"
"Haifa University Man 10/1975-04/2023","03/03/2012","2.3"
"Haifa University 09/2004-04/2023","04/03/2012","5.0"
"Haifa University Man 10/1975-04/2023","04/03/2012","4.2"
"Haifa University 09/2004-04/2023","13/03/2012","0.2"
"Haifa University Man 10/1975-04/2023","13/03/2012","0.2"
"Haifa University 09/2004-04/2023","14/03/2012","12.0"
"Haifa University Man 10/1975-04/2023","14/03/2012","13.4"
"Haifa University 09/2004-04/2023","15/03/2012","6.8"
"Haifa University Man 10/1975-04/2023","15/03/2012","7.6"
"Haifa University 09/2004-04/2023","16/03/2012","3.2"
"Haifa University Man 10/1975-04/2023","16/03/2012","3.0"
"Haifa University 09/2004-04/2023","26/03/2012","0.3"
"Haifa University Man 10/1975-04/2023","26/03/2012","0.3"
"Haifa University 09/2004-04/2023","29/03/2012","2.2"
"Haifa University Man 10/1975-04/2023","29/03/2012","3.2"
"Haifa University 09/2004-04/2023","11/04/2012","0.1"
"Haifa University 09/2004-04/2023","12/04/2012","0.2"
"Haifa University 09/2004-04/2023","01/10/2012","0.5"
"Haifa University Man 10/1975-04/2023","01/10/2012","0.3"
"Haifa University 09/2004-04/2023","08/10/2012","10.1"
"Haifa University Man 10/1975-04/2023","08/10/2012","12.1"
"Haifa University 09/2004-04/2023","11/10/2012","13.0"
"Haifa University Man 10/1975-04/2023","11/10/2012","16.0"
"Haifa University 09/2004-04/2023","25/10/2012","10.4"
"Haifa University Man 10/1975-04/2023","25/10/2012","13.0"
"Haifa University 09/2004-04/2023","26/10/2012","69.0"
"Haifa University Man 10/1975-04/2023","26/10/2012","91.7"
"Haifa University 09/2004-04/2023","08/11/2012","7.1"
"Haifa University Man 10/1975-04/2023","08/11/2012","7.6"
"Haifa University 09/2004-04/2023","09/11/2012","43.6"
"Haifa University Man 10/1975-04/2023","09/11/2012","55.0"
"Haifa University 09/2004-04/2023","10/11/2012","33.9"
"Haifa University Man 10/1975-04/2023","10/11/2012","39.8"
"Haifa University 09/2004-04/2023","11/11/2012","16.8"
"Haifa University Man 10/1975-04/2023","11/11/2012","19.3"
"Haifa University 09/2004-04/2023","12/11/2012","6.2"
"Haifa University Man 10/1975-04/2023","12/11/2012","6.5"
"Haifa University 09/2004-04/2023","22/11/2012","14.1"
"Haifa University Man 10/1975-04/2023","22/11/2012","17.4"
"Haifa University 09/2004-04/2023","23/11/2012","6.5"
"Haifa University Man 10/1975-04/2023","23/11/2012","8.1"
"Haifa University 09/2004-04/2023","24/11/2012","0.3"
"Haifa University Man 10/1975-04/2023","24/11/2012","0.4"
"Haifa University 09/2004-04/2023","25/11/2012","0.3"
"Haifa University Man 10/1975-04/2023","25/11/2012","0.8"
"Haifa University 09/2004-04/2023","26/11/2012","0.7"
"Haifa University Man 10/1975-04/2023","26/11/2012","1.6"
"Haifa University 09/2004-04/2023","04/12/2012","5.1"
"Haifa University Man 10/1975-04/2023","04/12/2012","5.4"
"Haifa University 09/2004-04/2023","05/12/2012","6.2"
"Haifa University Man 10/1975-04/2023","05/12/2012","7.0"
"Haifa University 09/2004-04/2023","06/12/2012","45.2"
"Haifa University Man 10/1975-04/2023","06/12/2012","57.3"
"Haifa University 09/2004-04/2023","07/12/2012","10.9"
"Haifa University Man 10/1975-04/2023","07/12/2012","12.3"
"Haifa University 09/2004-04/2023","08/12/2012","2.1"
"Haifa University Man 10/1975-04/2023","08/12/2012","2.3"
"Haifa University 09/2004-04/2023","10/12/2012","5.5"
"Haifa University Man 10/1975-04/2023","10/12/2012","7.2"
"Haifa University 09/2004-04/2023","11/12/2012","2.0"
"Haifa University Man 10/1975-04/2023","11/12/2012","1.5"
"Haifa University 09/2004-04/2023","13/12/2012","0.1"
"Haifa University Man 10/1975-04/2023","13/12/2012","0.3"
"Haifa University 09/2004-04/2023","16/12/2012","1.7"
"Haifa University Man 10/1975-04/2023","16/12/2012","1.6"
"Haifa University 09/2004-04/2023","19/12/2012","9.6"
"Haifa University Man 10/1975-04/2023","19/12/2012","10.2"
"Haifa University 09/2004-04/2023","20/12/2012","69.9"
"Haifa University Man 10/1975-04/2023","20/12/2012","92.8"
"Haifa University 09/2004-04/2023","21/12/2012","14.3"
"Haifa University Man 10/1975-04/2023","21/12/2012","13.0"
"Haifa University 09/2004-04/2023","22/12/2012","1.1"
"Haifa University Man 10/1975-04/2023","22/12/2012","1.0"
"Haifa University 09/2004-04/2023","25/12/2012","0.6"
"Haifa University Man 10/1975-04/2023","25/12/2012","1.8"
"Haifa University 09/2004-04/2023","29/12/2012","3.7"
"Haifa University Man 10/1975-04/2023","29/12/2012","3.6"
"Haifa University 09/2004-04/2023","04/01/2013","1.9"
"Haifa University Man 10/1975-04/2023","04/01/2013","2.5"
"Haifa University 09/2004-04/2023","05/01/2013","36.1"
"Haifa University Man 10/1975-04/2023","05/01/2013","45.6"
"Haifa University 09/2004-04/2023","06/01/2013","45.2"
"Haifa University Man 10/1975-04/2023","06/01/2013","56.4"
"Haifa University 09/2004-04/2023","07/01/2013","5.8"
"Haifa University Man 10/1975-04/2023","07/01/2013","8.0"
"Haifa University 09/2004-04/2023","08/01/2013","27.7"
"Haifa University Man 10/1975-04/2023","08/01/2013","31.0"
"Haifa University 09/2004-04/2023","09/01/2013","9.3"
"Haifa University Man 10/1975-04/2023","09/01/2013","12.4"
"Haifa University 09/2004-04/2023","10/01/2013","3.3"
"Haifa University Man 10/1975-04/2023","10/01/2013","3.9"
"Haifa University 09/2004-04/2023","22/01/2013","0.3"
"Haifa University Man 10/1975-04/2023","22/01/2013","0.3"
"Haifa University 09/2004-04/2023","26/01/2013","1.0"
"Haifa University Man 10/1975-04/2023","26/01/2013","1.1"
"Haifa University 09/2004-04/2023","28/01/2013","49.5"
"Haifa University Man 10/1975-04/2023","28/01/2013","55.1"
"Haifa University 09/2004-04/2023","29/01/2013","4.7"
"Haifa University Man 10/1975-04/2023","29/01/2013","6.0"
"Haifa University 09/2004-04/2023","30/01/2013","31.1"
"Haifa University Man 10/1975-04/2023","30/01/2013","44.4"
"Haifa University 09/2004-04/2023","31/01/2013","28.6"
"Haifa University Man 10/1975-04/2023","31/01/2013","36.5"
"Haifa University 09/2004-04/2023","01/02/2013","8.8"
"Haifa University Man 10/1975-04/2023","01/02/2013","11.4"
"Haifa University 09/2004-04/2023","06/02/2013","4.6"
"Haifa University Man 10/1975-04/2023","06/02/2013","3.8"
"Haifa University 09/2004-04/2023","11/02/2013","2.6"
"Haifa University Man 10/1975-04/2023","11/02/2013","3.0"
"Haifa University 09/2004-04/2023","15/02/2013","6.0"
"Haifa University Man 10/1975-04/2023","15/02/2013","7.3"
"Haifa University 09/2004-04/2023","16/02/2013","3.4"
"Haifa University Man 10/1975-04/2023","16/02/2013","4.5"
"Haifa University 09/2004-04/2023","18/02/2013","1.4"
"Haifa University Man 10/1975-04/2023","18/02/2013","1.1"
"Haifa University 09/2004-04/2023","22/02/2013","0.7"
