"Station","date-","Maximum Temperature (°C)","Minimum Temperature (°C)"
"Haifa Technion 01/1995-04/2023","10/09/2013","29.1","22.2"
"Haifa Technion 01/1995-04/2023","11/09/2013","29.1","22.9"
"Haifa Technion 01/1995-04/2023","12/09/2013","28.0","21.8"
"Haifa Technion 01/1995-04/2023","13/09/2013","31.7","22.9"
"Haifa Technion 01/1995-04/2023","14/09/2013","32.3","22.3"
"Haifa Technion 01/1995-04/2023","15/09/2013","28.3","23.7"
"Haifa Technion 01/1995-04/2023","16/09/2013","26.7","21.2"
"Haifa Technion 01/1995-04/2023","17/09/2013","27.2","21.9"
"Haifa Technion 01/1995-04/2023","18/09/2013","28.2","19.8"
"Haifa Technion 01/1995-04/2023","19/09/2013","29.4","21.2"
"Haifa Technion 01/1995-04/2023","20/09/2013","27.6","23.8"
"Haifa Technion 01/1995-04/2023","21/09/2013","26.9","23.3"
"Haifa Technion 01/1995-04/2023","22/09/2013","26.8","23.0"
"Haifa Technion 01/1995-04/2023","23/09/2013","26.2","21.6"
"Haifa Technion 01/1995-04/2023","24/09/2013","25.3","22.1"
"Haifa Technion 01/1995-04/2023","25/09/2013","25.9","21.2"
"Haifa Technion 01/1995-04/2023","26/09/2013","27.2","18.6"
"Haifa Technion 01/1995-04/2023","27/09/2013","25.4","19.9"
"Haifa Technion 01/1995-04/2023","28/09/2013","25.5","19.1"
"Haifa Technion 01/1995-04/2023","29/09/2013","25.8","19.8"
"Haifa Technion 01/1995-04/2023","30/09/2013","25.7","19.4"
"Haifa Technion 01/1995-04/2023","01/10/2013","25.8","20.3"
"Haifa Technion 01/1995-04/2023","02/10/2013","26.1","19.6"
"Haifa Technion 01/1995-04/2023","03/10/2013","26.0","22.1"
"Haifa Technion 01/1995-04/2023","04/10/2013","25.2","20.6"
"Haifa Technion 01/1995-04/2023","05/10/2013","23.1","19.0"
"Haifa Technion 01/1995-04/2023","06/10/2013","21.4","18.1"
"Haifa Technion 01/1995-04/2023","07/10/2013","21.6","14.9"
"Haifa Technion 01/1995-04/2023","08/10/2013","23.5","15.0"
"Haifa Technion 01/1995-04/2023","09/10/2013","28.3","17.9"
"Haifa Technion 01/1995-04/2023","10/10/2013","29.8","19.9"
"Haifa Technion 01/1995-04/2023","11/10/2013","24.9","19.5"
"Haifa Technion 01/1995-04/2023","12/10/2013","25.4","17.5"
"Haifa Technion 01/1995-04/2023","13/10/2013","24.4","17.8"
"Haifa Technion 01/1995-04/2023","14/10/2013","25.0","19.1"
"Haifa Technion 01/1995-04/2023","15/10/2013","24.4","17.7"
"Haifa Technion 01/1995-04/2023","16/10/2013","24.1","17.5"
"Haifa Technion 01/1995-04/2023","17/10/2013","25.5","18.2"
"Haifa Technion 01/1995-04/2023","18/10/2013","24.4","18.4"
"Haifa Technion 01/1995-04/2023","19/10/2013","23.1","19.1"
"Haifa Technion 01/1995-04/2023","20/10/2013","22.9","17.6"
"Haifa Technion 01/1995-04/2023","21/10/2013","26.8","16.7"
"Haifa Technion 01/1995-04/2023","22/10/2013","28.2","19.0"
"Haifa Technion 01/1995-04/2023","23/10/2013","25.9","18.1"
"Haifa Technion 01/1995-04/2023","24/10/2013","23.5","16.7"
"Haifa Technion 01/1995-04/2023","25/10/2013","23.1","16.1"
"Haifa Technion 01/1995-04/2023","26/10/2013","23.0","16.4"
"Haifa Technion 01/1995-04/2023","27/10/2013","23.5","16.8"
"Haifa Technion 01/1995-04/2023","28/10/2013","22.2","15.1"
"Haifa Technion 01/1995-04/2023","29/10/2013","28.7","17.8"
"Haifa Technion 01/1995-04/2023","30/10/2013","28.0","17.1"
"Haifa Technion 01/1995-04/2023","31/10/2013","27.1","19.3"
"Haifa Technion 01/1995-04/2023","01/11/2013","25.1","19.8"
"Haifa Technion 01/1995-04/2023","02/11/2013","25.3","18.0"
"Haifa Technion 01/1995-04/2023","03/11/2013","26.3","17.1"
"Haifa Technion 01/1995-04/2023","04/11/2013","26.7","19.1"
"Haifa Technion 01/1995-04/2023","05/11/2013","27.6","19.2"
"Haifa Technion 01/1995-04/2023","06/11/2013","26.7","17.3"
"Haifa Technion 01/1995-04/2023","07/11/2013","23.2","16.3"
"Haifa Technion 01/1995-04/2023","08/11/2013","24.9","18.9"
"Haifa Technion 01/1995-04/2023","09/11/2013","24.4","18.2"
"Haifa Technion 01/1995-04/2023","10/11/2013","26.1","17.0"
"Haifa Technion 01/1995-04/2023","11/11/2013","25.9","18.7"
"Haifa Technion 01/1995-04/2023","12/11/2013","24.6","18.7"
"Haifa Technion 01/1995-04/2023","13/11/2013","23.8","16.2"
"Haifa Technion 01/1995-04/2023","14/11/2013","23.7","15.5"
"Haifa Technion 01/1995-04/2023","15/11/2013","23.1","15.6"
"Haifa Technion 01/1995-04/2023","16/11/2013","21.0","15.7"
"Haifa Technion 01/1995-04/2023","17/11/2013","20.6","14.9"
"Haifa Technion 01/1995-04/2023","18/11/2013","21.8","15.3"
"Haifa Technion 01/1995-04/2023","19/11/2013","22.0","16.7"
"Haifa Technion 01/1995-04/2023","20/11/2013","21.4","15.3"
"Haifa Technion 01/1995-04/2023","21/11/2013","21.6","15.3"
"Haifa Technion 01/1995-04/2023","22/11/2013","21.2","15.3"
"Haifa Technion 01/1995-04/2023","23/11/2013","25.9","16.5"
"Haifa Technion 01/1995-04/2023","24/11/2013","21.6","16.9"
"Haifa Technion 01/1995-04/2023","25/11/2013","25.3","16.2"
"Haifa Technion 01/1995-04/2023","26/11/2013","28.5","19.4"
"Haifa Technion 01/1995-04/2023","27/11/2013","29.0","21.5"
"Haifa Technion 01/1995-04/2023","28/11/2013","24.0","17.7"
"Haifa Technion 01/1995-04/2023","29/11/2013","19.2","16.1"
"Haifa Technion 01/1995-04/2023","30/11/2013","19.3","12.9"
"Haifa Technion 01/1995-04/2023","01/12/2013","22.7","17.1"
"Haifa Technion 01/1995-04/2023","02/12/2013","24.8","18.6"
"Haifa Technion 01/1995-04/2023","03/12/2013","24.2","17.8"
"Haifa Technion 01/1995-04/2023","04/12/2013","20.9","18.0"
"Haifa Technion 01/1995-04/2023","05/12/2013","18.0","12.7"
"Haifa Technion 01/1995-04/2023","06/12/2013","17.9","11.9"
"Haifa Technion 01/1995-04/2023","07/12/2013","15.7","13.3"
"Haifa Technion 01/1995-04/2023","08/12/2013","17.5","13.6"
"Haifa Technion 01/1995-04/2023","09/12/2013","14.9","10.1"
"Haifa Technion 01/1995-04/2023","10/12/2013","14.9","6.9"
"Haifa Technion 01/1995-04/2023","11/12/2013","12.4","7.8"
"Haifa Technion 01/1995-04/2023","12/12/2013","8.3","4.2"
"Haifa Technion 01/1995-04/2023","13/12/2013","7.9","3.0"
"Haifa Technion 01/1995-04/2023","14/12/2013","7.9","4.4"
"Haifa Technion 01/1995-04/2023","15/12/2013","12.6","4.4"
"Haifa Technion 01/1995-04/2023","16/12/2013","12.1","6.2"
"Haifa Technion 01/1995-04/2023","17/12/2013","13.2","7.1"
"Haifa Technion 01/1995-04/2023","18/12/2013","15.1","9.3"
"Haifa Technion 01/1995-04/2023","19/12/2013","15.9","9.8"
"Haifa Technion 01/1995-04/2023","20/12/2013","17.1","9.6"
"Haifa Technion 01/1995-04/2023","21/12/2013","16.7","10.9"
"Haifa Technion 01/1995-04/2023","22/12/2013","16.0","10.3"
"Haifa Technion 01/1995-04/2023","23/12/2013","18.4","9.4"
"Haifa Technion 01/1995-04/2023","24/12/2013","17.5","10.6"
"Haifa Technion 01/1995-04/2023","25/12/2013","15.7","9.7"
"Haifa Technion 01/1995-04/2023","26/12/2013","15.5","11.5"
"Haifa Technion 01/1995-04/2023","27/12/2013","19.1","12.6"
"Haifa Technion 01/1995-04/2023","28/12/2013","19.0","12.2"
"Haifa Technion 01/1995-04/2023","29/12/2013","16.2","9.6"
"Haifa Technion 01/1995-04/2023","30/12/2013","12.4","9.6"
"Haifa Technion 01/1995-04/2023","31/12/2013","14.6","7.9"
"Haifa Technion 01/1995-04/2023","01/01/2014","15.8","9.1"
"Haifa Technion 01/1995-04/2023","02/01/2014","17.3","10.2"
"Haifa Technion 01/1995-04/2023","03/01/2014","17.1","11.7"
"Haifa Technion 01/1995-04/2023","04/01/2014","17.3","12.6"
"Haifa Technion 01/1995-04/2023","05/01/2014","15.9","10.2"
"Haifa Technion 01/1995-04/2023","06/01/2014","14.7","8.5"
"Haifa Technion 01/1995-04/2023","07/01/2014","16.1","9.3"
"Haifa Technion 01/1995-04/2023","08/01/2014","16.3","8.3"
"Haifa Technion 01/1995-04/2023","09/01/2014","14.7","11.3"
"Haifa Technion 01/1995-04/2023","10/01/2014","14.4","10.6"
"Haifa Technion 01/1995-04/2023","11/01/2014","15.7","9.5"
"Haifa Technion 01/1995-04/2023","12/01/2014","15.5","13.0"
"Haifa Technion 01/1995-04/2023","13/01/2014","18.2","13.1"
"Haifa Technion 01/1995-04/2023","14/01/2014","17.8","12.3"
"Haifa Technion 01/1995-04/2023","15/01/2014","18.9","10.7"
"Haifa Technion 01/1995-04/2023","16/01/2014","16.9","11.7"
"Haifa Technion 01/1995-04/2023","17/01/2014","18.3","11.5"
"Haifa Technion 01/1995-04/2023","18/01/2014","16.8","10.2"
"Haifa Technion 01/1995-04/2023","19/01/2014","16.7","11.2"
"Haifa Technion 01/1995-04/2023","20/01/2014","18.6","10.2"
"Haifa Technion 01/1995-04/2023","21/01/2014","19.6","9.9"
"Haifa Technion 01/1995-04/2023","22/01/2014","18.8","11.6"
"Haifa Technion 01/1995-04/2023","23/01/2014","16.9","12.3"
"Haifa Technion 01/1995-04/2023","24/01/2014","18.6","11.3"
"Haifa Technion 01/1995-04/2023","25/01/2014","19.9","11.2"
"Haifa Technion 01/1995-04/2023","26/01/2014","20.4","14.4"
"Haifa Technion 01/1995-04/2023","27/01/2014","18.9","12.0"
"Haifa Technion 01/1995-04/2023","28/01/2014","14.5","10.3"
"Haifa Technion 01/1995-04/2023","29/01/2014","18.4","11.4"
"Haifa Technion 01/1995-04/2023","30/01/2014","17.7","10.7"
"Haifa Technion 01/1995-04/2023","31/01/2014","17.9","9.3"
"Haifa Technion 01/1995-04/2023","01/02/2014","19.5","11.4"
"Haifa Technion 01/1995-04/2023","02/02/2014","15.8","11.6"
"Haifa Technion 01/1995-04/2023","03/02/2014","12.1","7.0"
"Haifa Technion 01/1995-04/2023","04/02/2014","12.4","5.9"
"Haifa Technion 01/1995-04/2023","05/02/2014","12.3","6.7"
"Haifa Technion 01/1995-04/2023","06/02/2014","15.1","6.5"
"Haifa Technion 01/1995-04/2023","07/02/2014","15.2","7.0"
"Haifa Technion 01/1995-04/2023","08/02/2014","16.2","8.7"
"Haifa Technion 01/1995-04/2023","09/02/2014","19.2","9.8"
"Haifa Technion 01/1995-04/2023","10/02/2014","17.5","9.6"
"Haifa Technion 01/1995-04/2023","11/02/2014","16.4","9.8"
"Haifa Technion 01/1995-04/2023","12/02/2014","21.8","11.4"
"Haifa Technion 01/1995-04/2023","13/02/2014","23.0","14.3"
"Haifa Technion 01/1995-04/2023","14/02/2014","19.9","13.3"
"Haifa Technion 01/1995-04/2023","15/02/2014","15.3","10.1"
"Haifa Technion 01/1995-04/2023","16/02/2014","14.9","9.9"
"Haifa Technion 01/1995-04/2023","17/02/2014","17.7","10.4"
"Haifa Technion 01/1995-04/2023","18/02/2014","17.3","11.2"
"Haifa Technion 01/1995-04/2023","19/02/2014","18.5","9.8"
"Haifa Technion 01/1995-04/2023","20/02/2014","23.2","12.9"
"Haifa Technion 01/1995-04/2023","21/02/2014","26.0","13.7"
"Haifa Technion 01/1995-04/2023","22/02/2014","26.7","15.7"
"Haifa Technion 01/1995-04/2023","23/02/2014","18.6","13.9"
"Haifa Technion 01/1995-04/2023","24/02/2014","19.3","12.1"
"Haifa Technion 01/1995-04/2023","25/02/2014","17.3","12.6"
"Haifa Technion 01/1995-04/2023","26/02/2014","16.9","11.8"
"Haifa Technion 01/1995-04/2023","27/02/2014","16.3","10.6"
"Haifa Technion 01/1995-04/2023","28/02/2014","17.1","10.9"
"Haifa Technion 01/1995-04/2023","01/03/2014","24.1","10.8"
"Haifa Technion 01/1995-04/2023","02/03/2014","23.3","16.4"
"Haifa Technion 01/1995-04/2023","03/03/2014","21.4","12.5"
"Haifa Technion 01/1995-04/2023","04/03/2014","19.5","12.0"
"Haifa Technion 01/1995-04/2023","05/03/2014","23.2","11.9"
"Haifa Technion 01/1995-04/2023","06/03/2014","22.9","14.1"
"Haifa Technion 01/1995-04/2023","07/03/2014","23.9","12.7"
"Haifa Technion 01/1995-04/2023","08/03/2014","27.5","17.3"
"Haifa Technion 01/1995-04/2023","09/03/2014","21.0","14.5"
"Haifa Technion 01/1995-04/2023","10/03/2014","17.2","12.0"
"Haifa Technion 01/1995-04/2023","11/03/2014","17.7","12.2"
"Haifa Technion 01/1995-04/2023","12/03/2014","16.4","11.1"
"Haifa Technion 01/1995-04/2023","13/03/2014","16.0","10.0"
"Haifa Technion 01/1995-04/2023","14/03/2014","13.6","6.7"
"Haifa Technion 01/1995-04/2023","15/03/2014","16.5","10.9"
"Haifa Technion 01/1995-04/2023","16/03/2014","20.5","9.8"
"Haifa Technion 01/1995-04/2023","17/03/2014","23.3","14.5"
"Haifa Technion 01/1995-04/2023","18/03/2014","18.9","14.1"
"Haifa Technion 01/1995-04/2023","19/03/2014","18.7","11.8"
"Haifa Technion 01/1995-04/2023","20/03/2014","19.6","13.3"
"Haifa Technion 01/1995-04/2023","21/03/2014","19.9","12.6"
"Haifa Technion 01/1995-04/2023","22/03/2014","21.5","11.2"
"Haifa Technion 01/1995-04/2023","23/03/2014","23.2","15.3"
"Haifa Technion 01/1995-04/2023","24/03/2014","21.2","15.8"
"Haifa Technion 01/1995-04/2023","25/03/2014","18.6","15.0"
"Haifa Technion 01/1995-04/2023","26/03/2014","19.3","11.4"
"Haifa Technion 01/1995-04/2023","27/03/2014","19.0","11.5"
"Haifa Technion 01/1995-04/2023","28/03/2014","24.3","9.8"
"Haifa Technion 01/1995-04/2023","29/03/2014","24.0","16.3"
"Haifa Technion 01/1995-04/2023","30/03/2014","17.6","12.1"
"Haifa Technion 01/1995-04/2023","31/03/2014","16.3","8.6"
"Haifa Technion 01/1995-04/2023","01/04/2014","22.2","11.3"
"Haifa Technion 01/1995-04/2023","02/04/2014","19.9","14.0"
"Haifa Technion 01/1995-04/2023","03/04/2014","18.5","13.1"
"Haifa Technion 01/1995-04/2023","04/04/2014","19.0","13.1"
"Haifa Technion 01/1995-04/2023","05/04/2014","23.6","11.9"
"Haifa Technion 01/1995-04/2023","06/04/2014","29.4","17.0"
"Haifa Technion 01/1995-04/2023","07/04/2014","26.9","16.3"
"Haifa Technion 01/1995-04/2023","08/04/2014","23.2","13.1"
"Haifa Technion 01/1995-04/2023","09/04/2014","20.6","13.9"
"Haifa Technion 01/1995-04/2023","10/04/2014","19.5","14.0"
"Haifa Technion 01/1995-04/2023","11/04/2014","21.3","11.9"
"Haifa Technion 01/1995-04/2023","12/04/2014","19.8","15.4"
"Haifa Technion 01/1995-04/2023","13/04/2014","19.7","13.8"
"Haifa Technion 01/1995-04/2023","14/04/2014","20.4","11.9"
"Haifa Technion 01/1995-04/2023","15/04/2014","27.2","13.0"
"Haifa Technion 01/1995-04/2023","16/04/2014","25.3","17.4"
"Haifa Technion 01/1995-04/2023","17/04/2014","22.6","16.7"
"Haifa Technion 01/1995-04/2023","18/04/2014","28.2","13.5"
"Haifa Technion 01/1995-04/2023","19/04/2014","29.0","20.3"
"Haifa Technion 01/1995-04/2023","20/04/2014","25.4","17.4"
"Haifa Technion 01/1995-04/2023","21/04/2014","19.8","15.0"
"Haifa Technion 01/1995-04/2023","22/04/2014","21.5","15.4"
"Haifa Technion 01/1995-04/2023","23/04/2014","25.8","15.0"
"Haifa Technion 01/1995-04/2023","24/04/2014","33.9","19.0"
"Haifa Technion 01/1995-04/2023","25/04/2014","31.7","20.8"
"Haifa Technion 01/1995-04/2023","26/04/2014","21.5","16.8"
"Haifa Technion 01/1995-04/2023","27/04/2014","21.5","14.0"
"Haifa Technion 01/1995-04/2023","28/04/2014","26.9","13.7"
"Haifa Technion 01/1995-04/2023","29/04/2014","24.5","16.2"
"Haifa Technion 01/1995-04/2023","30/04/2014","25.8","14.2"
"Haifa Technion 01/1995-04/2023","01/05/2014","25.7","15.6"
"Haifa Technion 01/1995-04/2023","02/05/2014","21.6","16.1"
"Haifa Technion 01/1995-04/2023","03/05/2014","30.6","14.7"
"Haifa Technion 01/1995-04/2023","04/05/2014","35.6","19.7"
"Haifa Technion 01/1995-04/2023","05/05/2014","33.5","26.6"
"Haifa Technion 01/1995-04/2023","06/05/2014","26.7","19.6"
"Haifa Technion 01/1995-04/2023","07/05/2014","22.6","18.8"
"Haifa Technion 01/1995-04/2023","08/05/2014","20.4","16.6"
"Haifa Technion 01/1995-04/2023","09/05/2014","22.0","15.3"
"Haifa Technion 01/1995-04/2023","10/05/2014","25.8","15.1"
"Haifa Technion 01/1995-04/2023","11/05/2014","22.2","16.0"
"Haifa Technion 01/1995-04/2023","12/05/2014","21.5","15.0"
"Haifa Technion 01/1995-04/2023","13/05/2014","21.6","16.6"
"Haifa Technion 01/1995-04/2023","14/05/2014","22.5","16.1"
"Haifa Technion 01/1995-04/2023","15/05/2014","25.9","14.2"
"Haifa Technion 01/1995-04/2023","16/05/2014","27.5","17.3"
"Haifa Technion 01/1995-04/2023","17/05/2014","23.3","18.5"
"Haifa Technion 01/1995-04/2023","18/05/2014","21.6","16.7"
"Haifa Technion 01/1995-04/2023","19/05/2014","22.1","16.7"
"Haifa Technion 01/1995-04/2023","20/05/2014","24.0","17.2"
"Haifa Technion 01/1995-04/2023","21/05/2014","28.6","16.6"
"Haifa Technion 01/1995-04/2023","22/05/2014","23.7","17.8"
"Haifa Technion 01/1995-04/2023","23/05/2014","24.0","17.3"
"Haifa Technion 01/1995-04/2023","24/05/2014","24.1","17.5"
"Haifa Technion 01/1995-04/2023","25/05/2014","24.3","17.3"
"Haifa Technion 01/1995-04/2023","26/05/2014","24.4","16.9"
"Haifa Technion 01/1995-04/2023","27/05/2014","29.5","17.6"
"Haifa Technion 01/1995-04/2023","28/05/2014","29.1","21.9"
"Haifa Technion 01/1995-04/2023","29/05/2014","25.8","20.1"
"Haifa Technion 01/1995-04/2023","30/05/2014","30.3","18.0"
"Haifa Technion 01/1995-04/2023","31/05/2014","32.0","20.6"
"Haifa Technion 01/1995-04/2023","01/06/2014","23.5","17.8"
"Haifa Technion 01/1995-04/2023","02/06/2014","23.4","18.5"
"Haifa Technion 01/1995-04/2023","03/06/2014","25.9","17.4"
"Haifa Technion 01/1995-04/2023","04/06/2014","37.9","18.5"
"Haifa Technion 01/1995-04/2023","05/06/2014","37.9","20.8"
"Haifa Technion 01/1995-04/2023","06/06/2014","24.3","19.5"
"Haifa Technion 01/1995-04/2023","07/06/2014","24.0","19.2"
"Haifa Technion 01/1995-04/2023","08/06/2014","24.9","18.0"
"Haifa Technion 01/1995-04/2023","09/06/2014","24.8","17.7"
"Haifa Technion 01/1995-04/2023","10/06/2014","24.8","20.2"
"Haifa Technion 01/1995-04/2023","11/06/2014","24.9","19.7"
"Haifa Technion 01/1995-04/2023","12/06/2014","24.9","19.9"
"Haifa Technion 01/1995-04/2023","13/06/2014","25.7","20.4"
"Haifa Technion 01/1995-04/2023","14/06/2014","28.5","19.1"
"Haifa Technion 01/1995-04/2023","15/06/2014","27.4","19.3"
"Haifa Technion 01/1995-04/2023","16/06/2014","29.5","18.4"
"Haifa Technion 01/1995-04/2023","17/06/2014","29.0","20.1"
"Haifa Technion 01/1995-04/2023","18/06/2014","27.3","21.5"
"Haifa Technion 01/1995-04/2023","19/06/2014","31.3","22.2"
"Haifa Technion 01/1995-04/2023","20/06/2014","33.1","20.9"
"Haifa Technion 01/1995-04/2023","21/06/2014","26.1","21.3"
"Haifa Technion 01/1995-04/2023","22/06/2014","25.9","20.6"
"Haifa Technion 01/1995-04/2023","23/06/2014","26.7","20.9"
"Haifa Technion 01/1995-04/2023","24/06/2014","26.6","21.1"
"Haifa Technion 01/1995-04/2023","25/06/2014","27.4","21.8"
"Haifa Technion 01/1995-04/2023","26/06/2014","29.7","21.6"
"Haifa Technion 01/1995-04/2023","27/06/2014","33.2","22.3"
"Haifa Technion 01/1995-04/2023","28/06/2014","35.2","24.7"
"Haifa Technion 01/1995-04/2023","29/06/2014","33.8","23.4"
"Haifa Technion 01/1995-04/2023","30/06/2014","28.7","22.0"
"Haifa Technion 01/1995-04/2023","01/07/2014","27.4","21.1"
"Haifa Technion 01/1995-04/2023","02/07/2014","28.9","22.6"
"Haifa Technion 01/1995-04/2023","03/07/2014","28.4","23.4"
"Haifa Technion 01/1995-04/2023","04/07/2014","28.6","23.2"
"Haifa Technion 01/1995-04/2023","05/07/2014","27.9","23.3"
"Haifa Technion 01/1995-04/2023","06/07/2014","28.0","20.6"
"Haifa Technion 01/1995-04/2023","07/07/2014","28.1","22.6"
"Haifa Technion 01/1995-04/2023","08/07/2014","28.3","23.2"
"Haifa Technion 01/1995-04/2023","09/07/2014","29.1","23.2"
"Haifa Technion 01/1995-04/2023","10/07/2014","31.1","22.6"
"Haifa Technion 01/1995-04/2023","11/07/2014","28.8","22.7"
"Haifa Technion 01/1995-04/2023","12/07/2014","33.1","21.7"
"Haifa Technion 01/1995-04/2023","13/07/2014","28.1","24.2"
"Haifa Technion 01/1995-04/2023","14/07/2014","27.5","23.4"
"Haifa Technion 01/1995-04/2023","15/07/2014","27.9","22.9"
"Haifa Technion 01/1995-04/2023","16/07/2014","27.8","23.1"
"Haifa Technion 01/1995-04/2023","17/07/2014","27.8","22.5"
"Haifa Technion 01/1995-04/2023","18/07/2014","27.3","22.6"
"Haifa Technion 01/1995-04/2023","19/07/2014","27.1","23.6"
"Haifa Technion 01/1995-04/2023","20/07/2014","27.5","23.5"
"Haifa Technion 01/1995-04/2023","21/07/2014","27.8","23.4"
"Haifa Technion 01/1995-04/2023","22/07/2014","28.1","21.6"
"Haifa Technion 01/1995-04/2023","23/07/2014","28.9","22.8"
"Haifa Technion 01/1995-04/2023","24/07/2014","28.6","23.4"
"Haifa Technion 01/1995-04/2023","25/07/2014","28.2","22.7"
"Haifa Technion 01/1995-04/2023","26/07/2014","28.3","21.6"
"Haifa Technion 01/1995-04/2023","27/07/2014","28.7","21.6"
"Haifa Technion 01/1995-04/2023","28/07/2014","28.4","23.1"
"Haifa Technion 01/1995-04/2023","29/07/2014","29.1","23.8"
"Haifa Technion 01/1995-04/2023","30/07/2014","29.3","23.7"
"Haifa Technion 01/1995-04/2023","31/07/2014","28.4","22.2"
"Haifa Technion 01/1995-04/2023","01/08/2014","28.7","21.8"
"Haifa Technion 01/1995-04/2023","02/08/2014","28.8","22.3"
"Haifa Technion 01/1995-04/2023","03/08/2014","28.8","23.5"
"Haifa Technion 01/1995-04/2023","04/08/2014","28.5","23.5"
"Haifa Technion 01/1995-04/2023","05/08/2014","29.1","24.2"
"Haifa Technion 01/1995-04/2023","06/08/2014","29.0","25.0"
"Haifa Technion 01/1995-04/2023","07/08/2014","29.5","23.1"
"Haifa Technion 01/1995-04/2023","08/08/2014","28.9","22.1"
"Haifa Technion 01/1995-04/2023","09/08/2014","28.3","23.0"
"Haifa Technion 01/1995-04/2023","10/08/2014","29.2","23.5"
"Haifa Technion 01/1995-04/2023","11/08/2014","29.1","22.2"
"Haifa Technion 01/1995-04/2023","12/08/2014","29.0","23.0"
"Haifa Technion 01/1995-04/2023","13/08/2014","30.2","23.6"
"Haifa Technion 01/1995-04/2023","14/08/2014","30.7","22.9"
"Haifa Technion 01/1995-04/2023","15/08/2014","29.7","24.7"
"Haifa Technion 01/1995-04/2023","16/08/2014","29.1","24.5"
"Haifa Technion 01/1995-04/2023","17/08/2014","29.2","22.6"
"Haifa Technion 01/1995-04/2023","18/08/2014","29.8","24.3"
"Haifa Technion 01/1995-04/2023","19/08/2014","29.2","24.4"
"Haifa Technion 01/1995-04/2023","20/08/2014","29.4","22.3"
"Haifa Technion 01/1995-04/2023","21/08/2014","29.0","21.9"
"Haifa Technion 01/1995-04/2023","22/08/2014","29.5","24.2"
"Haifa Technion 01/1995-04/2023","23/08/2014","30.1","24.1"
"Haifa Technion 01/1995-04/2023","24/08/2014","31.2","24.2"
"Haifa Technion 01/1995-04/2023","25/08/2014","31.1","23.2"
"Haifa Technion 01/1995-04/2023","26/08/2014","30.4","23.8"
"Haifa Technion 01/1995-04/2023","27/08/2014","30.1","23.2"
"Haifa Technion 01/1995-04/2023","28/08/2014","29.5","22.3"
"Haifa Technion 01/1995-04/2023","29/08/2014","29.4","23.2"
"Haifa Technion 01/1995-04/2023","30/08/2014","29.8","24.2"
"Haifa Technion 01/1995-04/2023","31/08/2014","30.2","25.5"
"Haifa Technion 01/1995-04/2023","01/09/2014","28.7","25.2"
"Haifa Technion 01/1995-04/2023","02/09/2014","28.7","22.6"
"Haifa Technion 01/1995-04/2023","03/09/2014","29.2","22.7"
"Haifa Technion 01/1995-04/2023","04/09/2014","29.8","22.5"
"Haifa Technion 01/1995-04/2023","05/09/2014","29.4","23.4"
"Haifa Technion 01/1995-04/2023","06/09/2014","29.1","23.2"
"Haifa Technion 01/1995-04/2023","07/09/2014","28.6","23.0"
"Haifa Technion 01/1995-04/2023","08/09/2014","28.7","22.1"
"Haifa Technion 01/1995-04/2023","09/09/2014","29.0","22.9"
"Haifa Technion 01/1995-04/2023","10/09/2014","28.7","22.4"
"Haifa Technion 01/1995-04/2023","11/09/2014","28.4","21.9"
"Haifa Technion 01/1995-04/2023","12/09/2014","28.4","22.7"
"Haifa Technion 01/1995-04/2023","13/09/2014","28.1","22.8"
"Haifa Technion 01/1995-04/2023","14/09/2014","28.2","22.2"
"Haifa Technion 01/1995-04/2023","15/09/2014","28.9","22.7"
"Haifa Technion 01/1995-04/2023","16/09/2014","28.2","21.3"
"Haifa Technion 01/1995-04/2023","17/09/2014","31.7","21.1"
"Haifa Technion 01/1995-04/2023","18/09/2014","28.4","23.0"
"Haifa Technion 01/1995-04/2023","19/09/2014","28.0","22.0"
"Haifa Technion 01/1995-04/2023","20/09/2014","27.7","22.1"
"Haifa Technion 01/1995-04/2023","21/09/2014","29.0","22.6"
"Haifa Technion 01/1995-04/2023","22/09/2014","27.7","22.3"
"Haifa Technion 01/1995-04/2023","23/09/2014","28.0","21.8"
"Haifa Technion 01/1995-04/2023","24/09/2014","28.9","21.7"
"Haifa Technion 01/1995-04/2023","25/09/2014","28.0","23.7"
"Haifa Technion 01/1995-04/2023","26/09/2014","27.6","23.7"
"Haifa Technion 01/1995-04/2023","27/09/2014","31.2","22.7"
"Haifa Technion 01/1995-04/2023","28/09/2014","28.3","22.4"
"Haifa Technion 01/1995-04/2023","29/09/2014","26.4","20.5"
"Haifa Technion 01/1995-04/2023","30/09/2014","26.4","19.5"
"Haifa Technion 01/1995-04/2023","01/10/2014","27.0","19.8"
"Haifa Technion 01/1995-04/2023","02/10/2014","26.1","21.1"
"Haifa Technion 01/1995-04/2023","03/10/2014","26.8","21.3"
"Haifa Technion 01/1995-04/2023","04/10/2014","26.4","19.4"
"Haifa Technion 01/1995-04/2023","05/10/2014","25.7","18.9"
"Haifa Technion 01/1995-04/2023","06/10/2014","25.6","18.1"
"Haifa Technion 01/1995-04/2023","07/10/2014","26.2","18.7"
"Haifa Technion 01/1995-04/2023","08/10/2014","27.9","20.3"
"Haifa Technion 01/1995-04/2023","09/10/2014","27.6","20.4"
"Haifa Technion 01/1995-04/2023","10/10/2014","28.1","18.6"
"Haifa Technion 01/1995-04/2023","11/10/2014","26.6","22.0"
"Haifa Technion 01/1995-04/2023","12/10/2014","26.2","19.4"
"Haifa Technion 01/1995-04/2023","13/10/2014","25.6","19.1"
